,size,total_sqft,bath,price,location,bhk,price_per_sqft
507,3 BHK,1475.0,3.0,78.0,Aundh Road,3,52.88135593220339
509,1 BHK,905.0,1.0,52.0,Aundh Road,1,57.4585635359116
510,3 BHK,1293.0,2.0,85.0,Aundh Road,3,65.73859242072699
513,3 BHK,2968.0,3.0,225.0,Aundh Road,3,75.80862533692722
516,3 BHK,1600.0,3.0,112.0,Aundh Road,3,70.0
520,2 BHK,1000.0,2.0,70.65,Aundh Road,2,70.65
523,3 BHK,2134.0,4.0,118.0,Aundh Road,3,55.29522024367385
526,2 BHK,1290.0,2.0,90.0,Aundh Road,2,69.76744186046511
527,1 BHK,661.0,1.0,40.0,Aundh Road,1,60.514372163388806
529,3 BHK,1730.0,3.0,93.0,Aundh Road,3,53.75722543352601
530,3 BHK,1650.0,3.0,90.75,Aundh Road,3,55.0
532,2 Bedroom,616.0,3.0,45.0,Aundh Road,2,73.05194805194805
533,2 BHK,1100.0,2.0,70.0,Aundh Road,2,63.63636363636363
534,2 BHK,900.0,2.0,60.0,Aundh Road,2,66.66666666666667
539,1 BHK,645.0,1.0,41.0,Aundh Road,1,63.565891472868216
541,3 Bedroom,900.0,3.0,79.0,Aundh Road,3,87.77777777777777
542,3 BHK,1222.0,3.0,95.0,Aundh Road,3,77.74140752864157
544,2 BHK,1130.0,2.0,68.0,Aundh Road,2,60.176991150442475
545,2 Bedroom,1000.0,2.0,66.0,Aundh Road,2,66.0
551,3 BHK,1650.0,3.0,126.0,Aundh Road,3,76.36363636363636
555,2 BHK,1293.0,2.0,80.0,Aundh Road,2,61.87161639597834
556,2 BHK,1245.0,2.0,80.0,Aundh Road,2,64.2570281124498
558,3 BHK,1300.0,2.0,69.0,Aundh Road,3,53.07692307692308
565,3 BHK,1500.0,3.0,90.0,Aundh Road,3,60.0
566,3 BHK,2140.0,3.0,139.0,Aundh Road,3,64.95327102803738
567,2 Bedroom,1000.0,2.0,66.0,Aundh Road,2,66.0
571,2 BHK,1170.0,2.0,38.0,Balaji Nagar,2,32.47863247863248
572,3 Bedroom,1783.0,3.0,115.0,Balaji Nagar,3,64.49803701626472
573,2 BHK,1349.0,2.0,98.2,Balaji Nagar,2,72.79466271312083
574,2 BHK,1245.0,2.0,94.0,Balaji Nagar,2,75.50200803212851
575,1 Bedroom,540.0,1.0,36.0,Balaji Nagar,1,66.66666666666667
576,3 BHK,1779.0,3.0,89.61,Balaji Nagar,3,50.37099494097808
577,2 BHK,1342.0,2.0,73.3,Balaji Nagar,2,54.619970193740684
579,3 BHK,1937.0,3.0,160.0,Balaji Nagar,3,82.60196179659268
580,2 BHK,1400.0,2.0,78.0,Balaji Nagar,2,55.714285714285715
581,2 Bedroom,1200.0,2.0,71.0,Balaji Nagar,2,59.166666666666664
582,2 BHK,1440.0,2.0,98.0,Balaji Nagar,2,68.05555555555556
583,2 BHK,1297.0,2.0,103.0,Balaji Nagar,2,79.41403238242097
584,2 Bedroom,1200.0,3.0,72.0,Balaji Nagar,2,60.0
585,2 BHK,1240.0,2.0,44.0,Balaji Nagar,2,35.483870967741936
586,3 BHK,1846.0,3.0,140.0,Balaji Nagar,3,75.83965330444204
587,3 BHK,2045.0,4.0,154.0,Balaji Nagar,3,75.30562347188264
588,2 BHK,1238.0,2.0,55.0,Balaji Nagar,2,44.4264943457189
589,2 BHK,983.0,2.0,50.6,Balaji Nagar,2,51.475076297049846
590,3 BHK,1583.0,3.0,105.0,Balaji Nagar,3,66.32975363234365
591,4 BHK,2524.0,5.0,190.0,Balaji Nagar,4,75.27733755942948
592,4 Bedroom,3200.0,4.0,205.0,Balaji Nagar,4,64.0625
593,3 BHK,1800.0,3.0,110.0,Balaji Nagar,3,61.111111111111114
594,3 BHK,1700.0,2.0,100.0,Balaji Nagar,3,58.8235294117647
595,3 BHK,1493.0,3.0,82.0,Balaji Nagar,3,54.92297387809779
596,4 BHK,3181.0,4.0,260.5,Balaji Nagar,4,81.89248663942156
597,2 BHK,1156.0,2.0,49.5,Balaji Nagar,2,42.82006920415225
598,3 BHK,1697.0,3.0,115.0,Balaji Nagar,3,67.76664702416028
599,3 BHK,1350.0,2.0,87.01,Balaji Nagar,3,64.45185185185186
600,3 BHK,1650.0,3.0,100.0,Balaji Nagar,3,60.60606060606061
601,2 BHK,995.0,2.0,34.82,Balaji Nagar,2,34.994974874371856
603,3 BHK,1532.0,3.0,83.0,Balaji Nagar,3,54.177545691906005
604,2 BHK,1128.0,2.0,65.5,Balaji Nagar,2,58.06737588652482
605,2 BHK,1355.0,2.0,75.0,Balaji Nagar,2,55.35055350553505
606,2 BHK,990.0,2.0,40.0,Balaji Nagar,2,40.4040404040404
607,4 Bedroom,3600.0,4.0,260.0,Balaji Nagar,4,72.22222222222223
608,3 BHK,1656.0,3.0,150.0,Balaji Nagar,3,90.57971014492753
609,4 Bedroom,1600.0,4.0,112.0,Balaji Nagar,4,70.0
611,2 BHK,1041.0,2.0,36.44,Balaji Nagar,2,35.00480307396734
612,2 BHK,1246.0,2.0,62.3,Balaji Nagar,2,50.0
613,4 Bedroom,4830.0,5.0,390.0,Balaji Nagar,4,80.74534161490683
614,5 Bedroom,4400.0,4.0,350.0,Balaji Nagar,5,79.54545454545455
615,2 BHK,1100.0,2.0,62.0,Balaji Nagar,2,56.36363636363637
616,1 BHK,709.0,1.0,34.735,Balaji Nagar,1,48.99153737658674
619,3 BHK,1917.0,4.0,100.0,Balaji Nagar,3,52.164840897235266
620,2 BHK,1303.0,2.0,55.79,Balaji Nagar,2,42.81657712970069
621,3 Bedroom,1200.0,2.0,66.0,Balaji Nagar,3,55.0
623,2 BHK,1519.0,2.0,65.0,Balaji Nagar,2,42.79131007241606
624,3 BHK,2010.0,3.0,125.0,Balaji Nagar,3,62.18905472636816
625,3 BHK,1450.0,3.0,75.0,Balaji Nagar,3,51.724137931034484
626,2 BHK,1200.0,2.0,90.0,Balaji Nagar,2,75.0
627,6 BHK,4250.0,6.0,150.0,Balaji Nagar,6,35.294117647058826
628,2 BHK,1185.0,2.0,41.0,Balaji Nagar,2,34.59915611814346
629,2 BHK,907.0,2.0,38.0,Balaji Nagar,2,41.89636163175303
630,4 BHK,4003.0,6.0,300.0,Balaji Nagar,4,74.94379215588309
631,3 BHK,3496.5,2.0,237.5,Balaji Nagar,3,67.92506792506792
632,2 BHK,1369.1,2.0,98.0,Balaji Nagar,2,71.5798699875831
633,2 BHK,1109.0,2.0,35.22,Balaji Nagar,2,31.75834084761046
634,2 BHK,1180.0,2.0,52.0,Balaji Nagar,2,44.067796610169495
635,2 BHK,1375.0,2.0,78.0,Balaji Nagar,2,56.72727272727273
636,2 BHK,1280.0,2.0,60.16,Balaji Nagar,2,47.0
637,2 BHK,620.0,1.0,23.5,Balaji Nagar,2,37.903225806451616
638,3 BHK,1536.0,3.0,104.0,Balaji Nagar,3,67.70833333333333
639,2 BHK,1205.0,2.0,63.86,Balaji Nagar,2,52.995850622406635
640,2 BHK,1140.0,2.0,48.7,Balaji Nagar,2,42.719298245614034
641,3 BHK,2215.0,4.0,150.0,Balaji Nagar,3,67.72009029345372
642,1 BHK,745.0,1.0,34.27,Balaji Nagar,1,46.0
643,2 BHK,900.0,2.0,42.0,Balaji Nagar,2,46.666666666666664
644,2 BHK,1044.0,2.0,34.0,Balaji Nagar,2,32.56704980842912
645,3 BHK,2710.0,3.0,170.0,Balaji Nagar,3,62.730627306273064
646,1 Bedroom,1150.0,1.0,52.0,Balaji Nagar,1,45.21739130434783
647,2 BHK,1180.0,2.0,71.22,Balaji Nagar,2,60.355932203389834
649,2 BHK,1046.0,2.0,60.0,Balaji Nagar,2,57.361376673040155
650,2 BHK,1125.0,2.0,54.8,Balaji Nagar,2,48.71111111111111
651,3 BHK,2648.0,3.0,238.0,Balaji Nagar,3,89.87915407854985
652,3 Bedroom,4446.0,3.0,410.0,Balaji Nagar,3,92.21772379667117
653,2 BHK,1116.0,2.0,47.0,Balaji Nagar,2,42.11469534050179
654,2 BHK,1300.0,2.0,66.0,Balaji Nagar,2,50.76923076923077
656,2 BHK,1282.0,2.0,72.0,Balaji Nagar,2,56.1622464898596
657,2 BHK,1276.0,2.0,80.0,Balaji Nagar,2,62.69592476489028
659,3 BHK,1717.0,3.0,110.0,Balaji Nagar,3,64.06523005241701
660,8 Bedroom,3000.0,8.0,150.0,Balaji Nagar,8,50.0
661,3 BHK,1300.0,3.0,69.0,Balaji Nagar,3,53.07692307692308
662,3 BHK,1645.0,3.0,87.0,Balaji Nagar,3,52.88753799392097
664,3 BHK,1660.0,3.0,104.0,Balaji Nagar,3,62.65060240963855
665,2 BHK,1320.0,2.0,50.0,Balaji Nagar,2,37.878787878787875
667,2 BHK,1171.0,2.0,73.0,Balaji Nagar,2,62.3398804440649
668,2 BHK,812.0,2.0,42.0,Balaji Nagar,2,51.724137931034484
669,3 Bedroom,1875.0,2.0,110.0,Balaji Nagar,3,58.666666666666664
670,2 BHK,1000.0,2.0,35.0,Balaji Nagar,2,35.0
671,3 BHK,1938.0,3.0,113.0,Balaji Nagar,3,58.30753353973168
672,3 BHK,1745.0,3.0,130.0,Balaji Nagar,3,74.49856733524355
673,3 BHK,1584.0,3.0,101.0,Balaji Nagar,3,63.76262626262626
674,2 BHK,1050.0,2.0,35.0,Balaji Nagar,2,33.333333333333336
675,3 BHK,1500.0,3.0,85.0,Balaji Nagar,3,56.666666666666664
677,1 BHK,509.0,1.0,23.0,Balaji Nagar,1,45.18664047151277
678,2 BHK,1310.0,2.0,53.0,Balaji Nagar,2,40.458015267175576
679,4 BHK,2732.0,4.0,204.0,Baner,4,74.6705710102489
680,3 Bedroom,2400.0,2.0,150.0,Baner,3,62.5
682,2 BHK,1005.0,2.0,50.0,Baner,2,49.75124378109453
683,2 BHK,1145.0,2.0,45.79,Baner,2,39.99126637554585
685,1 BHK,715.0,1.0,46.0,Baner,1,64.33566433566433
686,3 BHK,1640.0,2.0,120.0,Baner,3,73.17073170731707
687,2 BHK,1105.0,2.0,58.0,Baner,2,52.48868778280543
688,2 BHK,1345.0,2.0,67.0,Baner,2,49.814126394052046
690,2 BHK,1128.0,2.0,65.49,Baner,2,58.05851063829787
691,1 BHK,500.0,1.0,25.0,Baner,1,50.0
692,1 BHK,650.0,1.0,38.0,Baner,1,58.46153846153846
693,2 BHK,1269.72,2.0,68.0,Baner,2,53.55511451343603
694,3 BHK,1490.0,2.0,98.0,Baner,3,65.77181208053692
696,2 BHK,1101.0,2.0,65.0,Baner,2,59.037238873751136
697,1 BHK,400.0,1.0,14.0,Baner,1,35.0
699,2 BHK,1063.0,2.0,42.0,Baner,2,39.51081843838194
700,3 BHK,2319.0,3.0,180.0,Baner,3,77.61966364812419
701,2 BHK,1311.0,2.0,78.0,Baner,2,59.496567505720826
702,3 BHK,1525.0,3.0,96.0,Baner,3,62.950819672131146
703,3 BHK,1850.0,3.0,110.0,Baner,3,59.45945945945946
704,2 BHK,1098.0,2.0,43.91,Baner,2,39.99089253187614
707,2 BHK,1247.0,2.0,59.8,Baner,2,47.95509222133119
708,4 BHK,3537.0,5.0,210.0,Baner,4,59.37234944868533
709,3 BHK,1719.0,3.0,116.0,Baner,3,67.48109365910413
710,3 BHK,2760.0,5.0,157.0,Baner,3,56.88405797101449
712,2 BHK,900.0,2.0,32.5,Baner,2,36.111111111111114
713,3 Bedroom,2776.0,4.0,195.0,Baner,3,70.24495677233429
714,3 BHK,1820.0,3.0,93.0,Baner,3,51.0989010989011
715,2 BHK,1150.0,2.0,65.0,Baner,2,56.52173913043478
716,2 BHK,1016.0,2.0,45.0,Baner,2,44.29133858267716
717,2 BHK,1045.0,2.0,36.58,Baner,2,35.004784688995215
718,2 BHK,985.0,2.0,49.0,Baner,2,49.746192893401016
719,2 BHK,1326.0,2.0,57.0,Baner,2,42.98642533936651
720,2 BHK,1210.0,2.0,45.0,Baner,2,37.1900826446281
721,2 BHK,1085.0,2.0,70.0,Baner,2,64.51612903225806
722,3 BHK,1420.0,3.0,85.0,Baner,3,59.859154929577464
723,3 BHK,1559.0,3.0,120.0,Baner,3,76.97241821680565
724,2 BHK,1113.0,2.0,50.0,Baner,2,44.923629829290206
725,2 BHK,1140.0,2.0,45.0,Baner,2,39.473684210526315
726,2 BHK,1194.0,2.0,71.64,Baner,2,60.0
727,3 BHK,1680.0,3.0,117.0,Baner,3,69.64285714285714
729,2 BHK,1100.0,2.0,57.0,Baner,2,51.81818181818182
730,3 BHK,1350.0,3.0,71.0,Baner,3,52.592592592592595
731,2 BHK,1210.0,2.0,75.0,Baner,2,61.98347107438016
732,2 BHK,1155.0,2.0,51.0,Baner,2,44.15584415584416
734,2 BHK,1345.0,2.0,106.0,Baner,2,78.81040892193309
735,2 BHK,1240.0,2.0,80.0,Baner,2,64.51612903225806
736,2 BHK,1200.0,2.0,80.0,Baner,2,66.66666666666667
737,3 BHK,1755.0,3.0,101.0,Baner,3,57.54985754985755
738,2 BHK,1231.0,2.0,50.0,Baner,2,40.61738424045492
739,3 BHK,1645.0,3.0,117.0,Baner,3,71.12462006079028
741,3 BHK,2400.0,3.0,135.0,Baner,3,56.25
744,2 BHK,1002.0,2.0,40.08,Baner,2,40.0
745,2 BHK,1350.0,2.0,90.0,Baner,2,66.66666666666667
746,2 BHK,985.0,2.0,57.0,Baner,2,57.868020304568525
748,2 BHK,1255.0,2.0,55.5,Baner,2,44.223107569721115
749,4 BHK,2500.0,5.0,175.0,Baner,4,70.0
750,3 BHK,1650.0,3.0,101.0,Baner,3,61.21212121212121
751,2 BHK,1010.0,2.0,36.0,Baner,2,35.64356435643565
753,3 BHK,1695.0,3.0,125.0,Baner,3,73.74631268436578
754,3 BHK,1720.0,2.0,126.0,Baner,3,73.25581395348837
756,2 BHK,775.0,2.0,29.5,Baner,2,38.064516129032256
757,2 BHK,1160.0,2.0,40.53,Baner,2,34.939655172413794
758,3 BHK,2100.0,3.0,135.0,Baner,3,64.28571428571429
759,2 BHK,1061.0,2.0,33.84,Baner,2,31.894439208294063
760,2 BHK,1140.0,2.0,46.0,Baner,2,40.35087719298246
761,2 BHK,800.0,2.0,40.0,Baner,2,50.0
762,2 BHK,1234.0,2.0,51.0,Baner,2,41.3290113452188
763,2 BHK,700.0,2.0,34.0,Baner,2,48.57142857142857
764,4 BHK,2569.0,4.0,175.0,Baner,4,68.11989100817439
765,2 BHK,1330.0,2.0,93.65,Baner,2,70.41353383458646
766,2 BHK,1154.0,2.0,47.0,Baner,2,40.72790294627383
767,3 BHK,1748.0,3.0,103.0,Baner,3,58.924485125858126
769,2 BHK,1035.0,2.0,39.33,Baner,2,38.0
770,2 BHK,1247.0,2.0,58.56,Baner,2,46.96070569366479
771,3 BHK,1168.0,2.0,68.0,Baner,3,58.21917808219178
772,2 BHK,1280.0,2.0,68.48,Baner,2,53.5
773,2 BHK,1465.0,2.0,60.0,Baner,2,40.955631399317404
774,2 BHK,1200.0,2.0,70.0,Baner,2,58.333333333333336
775,3 BHK,1260.0,2.0,82.0,Baner,3,65.07936507936508
776,2 BHK,1150.0,2.0,38.08,Baner,2,33.11304347826087
777,3 BHK,1806.0,6.0,116.0,Baner,3,64.23034330011075
778,3 BHK,1837.0,2.0,95.0,Baner,3,51.71475231355471
780,2 BHK,1150.0,2.0,70.0,Baner,2,60.869565217391305
781,2 BHK,1175.0,2.0,50.0,Baner,2,42.5531914893617
783,3 BHK,2265.0,3.0,159.0,Baner,3,70.19867549668874
784,2 BHK,1146.0,2.0,69.0,Baner,2,60.20942408376963
787,2 BHK,1417.0,2.0,75.0,Baner road,2,52.928722653493296
791,2 BHK,1060.0,2.0,55.0,Baner road,2,51.886792452830186
794,1 BHK,764.0,1.0,32.0,Baner road,1,41.8848167539267
795,3 BHK,1490.0,3.0,100.0,Baner road,3,67.11409395973155
797,2 BHK,1330.0,2.0,93.36,Baner road,2,70.19548872180451
800,2 BHK,1140.0,2.0,76.0,Baner road,2,66.66666666666667
802,2 BHK,1100.0,2.0,65.0,Baner road,2,59.09090909090909
804,3 BHK,1520.0,3.0,80.0,Baner road,3,52.63157894736842
808,3 BHK,1900.0,2.0,170.0,Baner road,3,89.47368421052632
809,2 BHK,989.0,2.0,60.0,Baner road,2,60.66734074823054
811,2 BHK,1058.0,2.0,60.0,Baner road,2,56.71077504725898
812,1 BHK,615.0,1.0,28.29,Baner road,1,46.0
813,1 BHK,664.0,1.0,35.0,Baner road,1,52.71084337349398
815,1 BHK,910.0,1.0,42.0,Baner road,1,46.15384615384615
816,2 BHK,1325.0,1.0,92.0,Baner road,2,69.43396226415095
818,1 Bedroom,750.0,2.0,50.0,Baner road,1,66.66666666666667
820,3 BHK,2072.0,4.0,159.0,Baner road,3,76.73745173745174
821,3 BHK,1938.0,3.0,113.0,Baner road,3,58.30753353973168
823,3 BHK,1545.0,3.0,85.0,Baner road,3,55.016181229773466
824,3 BHK,1999.0,3.0,135.0,Baner road,3,67.53376688344171
825,3 BHK,1654.0,2.0,85.0,Baner road,3,51.39056831922612
828,4 BHK,2658.0,5.0,187.0,Baner road,4,70.35364936042137
831,4 BHK,2774.0,4.0,208.0,Baner road,4,74.98197548666187
832,1 BHK,670.0,1.0,36.85,Baner road,1,55.0
833,2 BHK,1047.0,2.0,84.0,Baner road,2,80.22922636103152
834,2 Bedroom,900.0,2.0,65.0,Baner road,2,72.22222222222223
836,3 BHK,1380.0,2.0,95.0,Baner road,3,68.84057971014492
837,2 BHK,1126.0,2.0,69.0,Baner road,2,61.27886323268206
841,3 BHK,1594.0,3.0,99.0,Baner road,3,62.10790464240903
842,2 BHK,1213.0,2.0,63.0,Baner road,2,51.93734542456719
846,2 BHK,1300.0,2.0,120.0,Baner road,2,92.3076923076923
848,3 BHK,1693.0,3.0,125.0,Baner road,3,73.83343177790904
849,3 BHK,1395.0,2.0,79.0,Baner road,3,56.630824372759854
850,3 BHK,1560.0,3.0,90.0,Baner road,3,57.69230769230769
853,2 BHK,1308.0,2.0,89.04,Baner road,2,68.07339449541284
854,3 BHK,1221.0,3.0,65.0,Baner road,3,53.235053235053236
856,3 BHK,1917.0,3.0,110.0,Baner road,3,57.38132498695879
857,3 BHK,1571.0,3.0,83.0,Baner road,3,52.83259070655633
858,2 BHK,960.0,2.0,55.0,Baner road,2,57.291666666666664
859,3 BHK,1881.0,3.0,95.0,Baner road,3,50.505050505050505
860,3 BHK,1275.0,2.0,65.0,Baner road,3,50.98039215686274
864,4 BHK,3362.0,5.0,249.0,Baner road,4,74.06305770374777
865,4 BHK,2732.0,4.0,194.0,Baner road,4,71.01024890190337
867,3 BHK,1335.0,2.0,73.43,Baner road,3,55.00374531835206
870,4 BHK,3335.0,4.0,290.0,Baner road,4,86.95652173913044
871,9 Bedroom,3200.0,8.0,130.0,Baner road,9,40.625
872,3 BHK,1864.0,3.0,115.0,Baner road,3,61.69527896995708
873,2 BHK,1180.0,2.0,75.0,Baner road,2,63.559322033898304
874,3 BHK,1700.0,2.0,86.0,Baner road,3,50.588235294117645
876,3 BHK,1210.0,2.0,65.0,Baner road,3,53.71900826446281
878,3 Bedroom,1200.0,3.0,67.77,Baner road,3,56.475
880,3 BHK,1595.0,3.0,96.0,Baner road,3,60.18808777429467
881,3 BHK,1776.0,3.0,124.0,Baner road,3,69.81981981981981
882,2 BHK,1245.0,2.0,83.05,Baner road,2,66.70682730923694
884,3 BHK,1820.0,3.0,95.0,Baner road,3,52.1978021978022
888,4 Bedroom,3671.0,4.0,220.0,Baner road,4,59.92917461182239
889,2 BHK,1346.0,2.0,76.01,Baner road,2,56.47102526002972
891,2 BHK,1354.0,2.0,70.0,Baner road,2,51.698670605612996
894,2 BHK,1194.0,2.0,65.0,Baner road,2,54.438860971524285
895,3 BHK,1485.0,2.0,90.0,Baner road,3,60.60606060606061
900,2 BHK,1200.0,2.0,50.0,Bhandarkar Road,2,41.666666666666664
901,2 BHK,1285.0,2.0,82.0,Bhandarkar Road,2,63.81322957198444
902,3 Bedroom,1475.0,3.0,98.0,Bhandarkar Road,3,66.44067796610169
903,3 BHK,1693.0,3.0,108.0,Bhandarkar Road,3,63.79208505611341
904,2 BHK,1130.0,2.0,60.0,Bhandarkar Road,2,53.097345132743364
907,2 BHK,1020.0,2.0,48.45,Bhandarkar Road,2,47.5
909,2 BHK,1198.0,2.0,77.0,Bhandarkar Road,2,64.27378964941569
910,3 BHK,1984.0,4.0,146.0,Bhandarkar Road,3,73.58870967741936
911,7 Bedroom,5000.0,7.0,299.0,Bhandarkar Road,7,59.8
912,3 BHK,1373.0,3.0,72.0,Bhandarkar Road,3,52.43991260014567
913,2 BHK,1060.0,2.0,62.0,Bhandarkar Road,2,58.490566037735846
914,2 BHK,1062.0,2.0,42.47,Bhandarkar Road,2,39.99058380414313
915,2 BHK,1101.0,2.0,65.5,Bhandarkar Road,2,59.491371480472296
916,2 Bedroom,1200.0,3.0,70.0,Bhandarkar Road,2,58.333333333333336
917,2 BHK,883.0,2.0,40.0,Bhandarkar Road,2,45.300113250283125
918,3 BHK,1620.0,2.0,110.0,Bhandarkar Road,3,67.90123456790124
919,2 BHK,1215.0,2.0,110.0,Bhandarkar Road,2,90.53497942386831
920,2 BHK,1200.0,3.0,44.0,Bhandarkar Road,2,36.666666666666664
921,3 BHK,1536.0,3.0,89.0,Bhandarkar Road,3,57.942708333333336
922,2 BHK,1160.0,2.0,36.0,Bhandarkar Road,2,31.03448275862069
923,2 BHK,1225.0,2.0,53.55,Bhandarkar Road,2,43.714285714285715
924,2 BHK,1121.0,2.0,43.72,Bhandarkar Road,2,39.00089206066013
925,3 BHK,1460.0,3.0,88.0,Bhandarkar Road,3,60.273972602739725
926,2 BHK,1300.0,2.0,85.0,Bhandarkar Road,2,65.38461538461539
927,2 BHK,1424.0,2.0,90.0,Bhandarkar Road,2,63.20224719101124
928,2 BHK,950.0,2.0,48.0,Bhandarkar Road,2,50.526315789473685
929,3 BHK,1350.0,2.0,83.0,Bhandarkar Road,3,61.48148148148148
930,2 BHK,1011.0,2.0,50.53,Bhandarkar Road,2,49.98021760633036
931,2 BHK,1219.0,2.0,40.0,Bhandarkar Road,2,32.81378178835111
933,6 Bedroom,4000.0,6.0,150.0,Bhandarkar Road,6,37.5
934,3 BHK,1600.0,3.0,95.0,Bhandarkar Road,3,59.375
938,3 BHK,1996.0,3.0,135.0,Bhandarkar Road,3,67.63527054108216
939,2 BHK,1050.0,2.0,75.0,Bhandarkar Road,2,71.42857142857143
940,2 BHK,1252.0,2.0,55.0,Bhandarkar Road,2,43.9297124600639
941,2 BHK,1165.0,2.0,45.0,Bhandarkar Road,2,38.62660944206009
942,3 BHK,1450.0,2.0,89.6,Bhandarkar Road,3,61.793103448275865
944,4 BHK,2790.0,4.0,198.0,Bhandarkar Road,4,70.96774193548387
945,2 BHK,1210.0,2.0,60.0,Bhandarkar Road,2,49.586776859504134
947,2 BHK,1100.0,2.0,35.0,Bhandarkar Road,2,31.818181818181817
948,2 BHK,1116.0,2.0,37.0,Bhandarkar Road,2,33.15412186379928
949,4 BHK,2774.0,4.0,208.0,Bhandarkar Road,4,74.98197548666187
950,3 BHK,1620.0,3.0,110.0,Bhandarkar Road,3,67.90123456790124
951,3 BHK,1840.0,4.0,175.0,Bhandarkar Road,3,95.1086956521739
952,1 BHK,602.0,1.0,26.0,Bhandarkar Road,1,43.18936877076412
953,2 BHK,1216.0,2.0,75.0,Bhandarkar Road,2,61.67763157894737
955,2 BHK,1357.0,2.0,130.0,Bhandarkar Road,2,95.79955784819455
956,2 BHK,1250.0,2.0,68.0,Bhandarkar Road,2,54.4
958,4 BHK,2790.0,5.0,198.0,Bhandarkar Road,4,70.96774193548387
959,2 BHK,1200.0,2.0,67.0,Bhandarkar Road,2,55.833333333333336
960,3 BHK,1713.0,3.0,110.0,Bhandarkar Road,3,64.2148277875073
961,2 BHK,940.0,2.0,43.61,Bhandarkar Road,2,46.3936170212766
962,3 BHK,2456.0,3.0,220.0,Bhandarkar Road,3,89.57654723127035
963,2 BHK,1180.0,2.0,50.0,Bhandarkar Road,2,42.3728813559322
964,2 BHK,1151.0,2.0,43.16,Bhandarkar Road,2,37.497827975673324
965,2 BHK,1140.0,2.0,46.0,Bhandarkar Road,2,40.35087719298246
966,3 BHK,2515.0,4.0,155.0,Bhandarkar Road,3,61.63021868787276
967,2 BHK,1232.0,2.0,69.6,Bhandarkar Road,2,56.493506493506494
968,2 BHK,1194.0,2.0,46.0,Bhandarkar Road,2,38.52596314907873
970,2 BHK,1099.0,2.0,37.5,Bhandarkar Road,2,34.121929026387626
971,1 BHK,933.0,2.0,58.0,Bhandarkar Road,1,62.165058949624864
972,2 Bedroom,900.0,1.0,70.0,Bhandarkar Road,2,77.77777777777777
973,3 BHK,1510.0,3.0,83.05,Bhandarkar Road,3,55.0
974,3 BHK,1100.0,3.0,56.57,Bhandarkar Road,3,51.42727272727273
975,2 BHK,1128.0,2.0,65.58,Bhandarkar Road,2,58.138297872340424
976,2 BHK,1100.0,2.0,50.0,Bhandarkar Road,2,45.45454545454545
977,2 BHK,1547.0,2.0,103.0,Bhandarkar Road,2,66.58047834518423
979,2 BHK,1140.0,2.0,56.0,Bhandarkar Road,2,49.12280701754386
980,1 BHK,602.0,1.0,38.0,Bhandarkar Road,1,63.12292358803987
981,3 BHK,1560.0,2.0,83.3,Bhandarkar Road,3,53.3974358974359
982,2 BHK,965.0,2.0,38.0,Bhandarkar Road,2,39.37823834196891
983,2 BHK,1060.0,2.0,42.5,Bhandarkar Road,2,40.094339622641506
984,2 BHK,1015.0,2.0,60.0,Bhandarkar Road,2,59.11330049261084
985,3 BHK,1960.0,3.0,138.0,Bhandarkar Road,3,70.40816326530613
987,3 Bedroom,3150.0,3.0,290.0,Bhandarkar Road,3,92.06349206349206
989,3 BHK,2247.0,3.0,145.0,Bhandarkar Road,3,64.53048509123275
992,3 BHK,1385.0,3.0,90.0,Bhandarkar Road,3,64.98194945848375
994,3 BHK,1370.0,2.0,87.0,Bhandarkar Road,3,63.503649635036496
995,2 BHK,1360.0,2.0,62.425,Bhandarkar Road,2,45.900735294117645
996,2 BHK,1116.0,2.0,51.91,Bhandarkar Road,2,46.51433691756272
998,2 BHK,1155.0,2.0,54.5,Bhandarkar Road,2,47.18614718614719
999,2 BHK,1170.0,2.0,50.0,Bhandarkar Road,2,42.73504273504273
1001,3 BHK,1470.0,2.0,84.22,Bhandarkar Road,3,57.29251700680272
1002,2 BHK,1175.0,2.0,50.0,Bhandarkar Road,2,42.5531914893617
1004,2 BHK,1027.0,1.0,44.0,Bhandarkar Road,2,42.84323271665044
1005,2 BHK,1000.0,2.0,44.0,Bhandarkar Road,2,44.0
1007,2 BHK,1360.0,2.0,101.0,Bhandarkar Road,2,74.26470588235294
1008,2 BHK,1241.0,2.0,64.0,Bhandarkar Road,2,51.571313456889605
1009,2 BHK,986.0,2.0,31.0,Bhandarkar Road,2,31.440162271805274
1010,3 BHK,2144.0,3.0,140.0,Bhandarkar Road,3,65.29850746268657
1011,2 BHK,1012.0,2.0,68.0,Bhandarkar Road,2,67.19367588932806
1012,2 BHK,1165.0,2.0,52.0,Bhandarkar Road,2,44.63519313304721
1013,2 BHK,1160.0,2.0,64.08,Bhandarkar Road,2,55.241379310344826
1014,2 BHK,1140.0,2.0,43.0,Bhandarkar Road,2,37.719298245614034
1016,1 BHK,645.0,1.0,16.45,Bhandarkar Road,1,25.503875968992247
1018,3 BHK,1564.0,3.0,103.0,Bhandarkar Road,3,65.85677749360613
1019,1 BHK,530.0,1.0,18.0,Bhandarkar Road,1,33.9622641509434
1022,3 BHK,912.0,2.0,70.0,Bhavani Peth,3,76.75438596491227
1025,3 BHK,1753.0,3.0,120.0,Bhavani Peth,3,68.45407872219053
